"","Id","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","ScreenPorch","PoolArea","MoSold","YrSold","SalePrice"
"372",372,80,17120,4,4,1959,1959,0,0,1120,468,1588,0,0,2,0,4,1,7,1,1991,2,680,0,59,0,0,0,7,2008,134432
"373",373,50,7175,6,5,1984,1984,0,744,752,0,752,1,0,1,0,2,1,4,0,1984,1,264,353,0,0,90,0,2,2010,125000
"374",374,79,10634,5,6,1953,1953,0,608,1319,0,1319,1,0,1,0,3,1,5,0,1953,1,270,66,0,0,0,0,11,2009,123000
"375",375,65,8200,7,5,2003,2004,847,847,847,1081,1928,0,0,2,1,4,1,8,1,2003,2,434,100,48,0,0,0,7,2007,219500
"376",376,NA,10020,1,1,1922,1950,333,683,904,0,904,1,0,0,1,1,1,4,0,NA,0,0,0,0,0,0,0,3,2009,61000
"377",377,57,8846,5,5,1996,1996,572,870,914,0,914,0,0,1,0,2,1,5,0,1998,2,576,0,0,0,0,0,7,2006,148000
"378",378,102,11143,8,5,2004,2005,1580,1580,1580,886,2466,0,0,3,0,4,1,8,1,2004,2,610,159,214,0,0,0,12,2007,340000
"379",379,88,11394,9,2,2010,2010,411,1856,1856,0,1856,1,0,1,1,1,1,8,1,2010,3,834,113,0,0,0,0,6,2010,394432
"380",380,60,8123,6,5,2000,2000,982,982,1007,793,1800,0,0,2,1,3,1,7,1,2000,2,463,100,63,0,0,0,6,2009,179000
"381",381,50,5000,5,6,1924,1950,808,1026,1026,665,1691,0,0,2,0,3,1,6,1,1924,1,308,0,0,242,0,0,5,2010,127000
"382",382,60,7200,7,5,2006,2006,1293,1293,1301,0,1301,1,0,2,0,2,1,5,1,2006,2,572,216,121,0,0,0,8,2006,187750
"383",383,79,9245,7,5,2006,2006,939,939,939,858,1797,0,0,2,1,3,1,8,0,2006,2,639,144,53,0,0,0,4,2007,213500
"384",384,60,9000,6,3,1928,1950,784,784,784,0,784,0,0,1,0,2,1,5,0,1950,2,360,0,0,91,0,0,10,2009,76000
"385",385,NA,53107,6,5,1992,1992,595,1580,1079,874,1953,1,0,2,1,3,1,9,2,1992,2,501,216,231,0,0,0,6,2007,240000
"386",386,43,3182,8,5,2004,2005,1232,1256,1269,0,1269,0,0,2,0,2,1,6,1,2004,2,430,146,20,0,144,0,4,2010,192000
"387",387,58,8410,5,3,1910,1996,658,658,658,526,1184,0,0,1,0,5,1,8,0,NA,0,0,0,151,0,0,0,5,2006,81000
"388",388,72,7200,6,6,1976,1976,410,1041,1125,0,1125,1,0,1,0,3,1,6,1,1977,1,352,296,0,0,0,0,10,2009,125000
"389",389,93,9382,7,5,1999,2000,1468,1468,1479,0,1479,0,0,2,0,3,1,6,0,1999,2,577,120,25,0,0,0,7,2008,191000
"390",390,96,12474,10,5,2007,2008,402,1682,1742,590,2332,1,0,2,1,3,1,9,1,2008,3,846,196,134,0,0,0,8,2008,426000
"391",391,50,8405,5,8,1900,1950,229,861,961,406,1367,1,0,1,0,4,1,7,0,1978,1,384,0,130,112,0,0,4,2008,119000
"392",392,71,12209,6,5,2001,2002,114,804,804,1157,1961,1,0,2,1,3,1,7,1,2001,2,560,125,192,0,0,0,6,2009,215000
"393",393,NA,8339,5,7,1959,1959,0,0,882,0,882,0,0,1,0,3,1,5,0,1959,1,294,0,0,0,0,0,7,2007,106500
"394",394,NA,7446,4,5,1941,1950,522,788,788,0,788,0,0,1,0,2,1,4,2,NA,0,0,0,0,0,0,0,4,2006,100000
"395",395,60,10134,5,6,1940,1950,735,735,735,299,1034,0,0,1,0,2,1,5,0,1940,1,240,0,39,0,0,0,7,2007,109000
"396",396,68,9571,5,6,1956,1956,405,1144,1144,0,1144,1,0,1,0,3,1,6,0,1956,1,596,44,0,0,0,0,6,2010,129000
"397",397,60,7200,5,5,1972,1972,117,894,894,0,894,0,0,1,0,2,1,6,0,1985,2,600,215,0,0,0,0,9,2009,123000
"398",398,69,7590,5,5,1962,1962,324,864,876,936,1812,0,0,2,0,4,1,8,1,1962,1,264,0,168,0,0,0,7,2007,169500
"399",399,60,8967,5,2,1920,1950,961,961,1077,0,1077,0,0,1,0,2,1,6,0,1920,1,338,0,0,0,0,0,11,2007,67000
"400",400,65,8125,7,5,2006,2007,280,1092,1112,438,1550,1,0,2,0,2,1,7,0,2007,2,438,0,168,0,0,0,10,2009,241000
"401",401,38,14963,8,5,1996,1996,474,1260,1288,0,1288,1,0,1,1,1,1,4,2,1996,2,500,120,30,0,224,0,12,2008,245500
"402",402,65,8767,7,5,2005,2005,1286,1310,1310,0,1310,0,0,2,0,3,1,6,1,2005,2,400,0,0,0,0,0,7,2006,164990
"403",403,60,10200,5,8,1940,1997,672,672,672,0,672,0,0,1,0,2,1,4,0,1940,1,240,168,0,0,0,0,8,2008,108000
"404",404,93,12090,8,5,1998,1998,1141,1141,1165,1098,2263,0,0,2,1,4,1,10,1,1998,2,420,144,123,0,0,0,7,2006,258000
"405",405,NA,10364,6,5,1995,1996,806,806,806,766,1572,0,0,2,1,3,1,7,1,1995,2,373,0,40,0,0,0,5,2007,168000
"406",406,NA,9991,4,4,1976,1993,165,1281,1620,0,1620,1,0,2,0,3,1,8,1,1993,2,490,120,78,0,0,0,6,2009,150000
"407",407,51,10480,6,5,1936,1950,1064,1064,1166,0,1639,0,0,1,0,3,1,6,0,1936,1,240,0,0,0,0,0,3,2008,115000
"408",408,63,15576,6,7,1915,1976,840,840,840,840,1680,0,0,2,0,4,1,8,0,1960,1,308,0,0,160,0,0,3,2008,177000
"409",409,109,14154,7,5,2006,2006,1063,1063,1071,1101,2172,0,0,2,1,3,1,9,1,2006,3,947,192,62,0,0,0,8,2007,280000
"410",410,85,10800,8,5,2007,2008,245,1034,1050,1028,2078,1,0,2,1,3,1,8,1,2008,3,836,0,102,0,0,0,4,2008,339750
"411",411,68,9571,5,3,1958,1958,1276,1276,1276,0,1276,0,0,1,0,3,1,5,0,1958,1,350,0,0,0,0,0,6,2009,60000
"412",412,100,34650,5,5,1955,1955,0,1056,1056,0,1056,1,0,1,0,3,1,5,0,1955,2,572,264,0,0,0,0,1,2006,145000
"413",413,NA,4403,7,5,2009,2009,892,1470,1478,0,1478,1,0,2,1,2,1,7,1,2009,2,484,0,144,0,0,0,6,2010,222000
"414",414,56,8960,5,6,1927,1950,1008,1008,1028,0,1028,0,0,1,0,2,1,5,1,1927,2,360,0,0,130,0,0,3,2010,115000
"415",415,59,11228,7,5,1993,1993,499,1080,1080,1017,2097,0,1,2,1,3,1,9,1,1993,3,678,196,187,0,0,0,12,2008,228000
"416",416,73,8899,7,5,2007,2007,1316,1340,1340,0,1340,0,0,2,0,3,1,6,0,2007,2,396,100,30,0,0,0,8,2007,181134
"417",417,74,7844,6,7,1978,1978,463,672,672,728,1400,0,0,1,1,3,1,6,1,1978,2,440,0,0,0,0,0,3,2006,149500
"418",418,86,22420,6,6,1918,1950,242,1370,1370,1254,2624,1,0,2,1,4,1,10,1,1918,3,864,0,0,0,0,0,11,2007,239000
"419",419,60,8160,5,6,1940,1950,444,756,756,378,1134,1,0,1,1,3,1,7,0,1940,1,240,0,0,0,0,0,4,2007,126000
"420",420,65,8450,5,6,1968,1968,281,1056,1056,0,1056,1,0,1,0,3,1,6,1,1968,1,304,0,85,184,0,0,7,2010,142000
"421",421,78,7060,7,5,1997,1998,35,1344,1344,0,1344,2,0,2,0,2,2,8,0,1997,4,784,0,0,0,0,0,11,2008,206300
"422",422,NA,16635,6,7,1977,2000,356,1602,1602,0,1602,0,1,2,0,3,1,8,1,1977,2,529,240,0,0,0,0,6,2009,215000
"423",423,100,21750,5,5,1954,1954,988,988,988,0,988,0,0,1,0,2,1,4,0,1954,2,520,0,0,0,0,0,2,2008,113000
"424",424,80,9200,8,5,1998,1998,484,1470,1470,1160,2630,1,0,2,1,4,1,8,1,1998,3,696,0,66,0,0,0,6,2008,315000
"425",425,72,9000,6,5,1956,1956,580,1196,1196,0,1196,1,0,1,0,2,1,6,1,1956,1,297,0,44,0,0,0,5,2008,139000
"426",426,60,3378,7,8,1946,1992,651,651,707,682,1389,0,0,1,1,3,1,6,2,1947,1,240,0,0,126,0,0,9,2009,135000
"427",427,NA,12800,7,5,1989,1989,0,1518,1644,0,1644,1,1,2,0,2,1,5,1,1989,2,569,80,0,0,396,0,8,2009,275000
"428",428,77,8593,4,6,1957,1957,619,907,907,0,907,0,0,1,0,3,1,5,0,1964,1,352,0,0,0,0,0,7,2008,109008
"429",429,64,6762,7,5,2007,2007,544,1208,1208,0,1208,1,0,2,0,2,1,6,0,2007,2,628,105,54,0,0,0,9,2007,195400
"430",430,130,11457,6,5,1988,1988,387,1392,1412,0,1412,1,0,2,0,3,1,6,1,1988,2,576,0,0,169,0,0,3,2009,175000
"431",431,21,1680,6,5,1971,1971,96,483,483,504,987,0,0,1,1,2,1,4,0,1971,1,264,0,0,0,0,0,7,2008,85400
"432",432,60,5586,6,7,1920,1998,901,901,1088,110,1198,0,0,1,0,4,1,7,0,NA,0,0,0,98,0,0,0,9,2008,79900
"433",433,24,1920,5,5,1971,1971,294,765,765,600,1365,1,0,1,1,2,1,6,0,1971,2,440,240,36,0,0,0,8,2007,122500
"434",434,100,10839,6,5,1997,1998,926,926,926,678,1604,0,0,2,1,3,1,7,1,1997,2,470,0,36,0,0,0,7,2008,181000
"435",435,21,1890,4,7,1972,1972,135,630,630,0,630,1,0,1,0,1,1,3,0,NA,0,0,88,0,0,0,0,6,2008,81000
"436",436,43,10667,7,6,1996,1996,70,799,827,834,1661,1,0,2,1,3,1,6,1,1996,2,550,158,61,0,0,0,4,2009,212000
"437",437,40,4400,6,8,1920,1950,648,648,734,384,1118,0,0,1,0,2,1,6,0,1990,2,440,0,0,0,0,0,10,2006,116000
"438",438,50,6000,6,7,1926,2004,884,884,904,0,904,0,0,1,0,2,1,4,0,1926,1,180,0,0,105,0,0,1,2009,119000
"439",439,40,4280,5,6,1913,2002,75,440,694,0,694,0,0,1,0,2,1,4,1,1990,1,352,0,0,34,0,0,3,2007,90350
"440",440,67,12354,6,8,1920,2000,684,684,684,512,1196,0,0,1,0,3,1,7,0,2005,2,528,0,46,0,0,0,8,2009,110000
"441",441,105,15431,10,5,2008,2008,788,3094,2402,0,2402,1,0,2,0,2,1,10,2,2008,3,672,0,72,0,170,0,4,2009,555000
"442",442,92,12108,4,4,1955,1955,1307,1440,1440,0,1440,0,0,2,0,4,2,8,0,NA,0,0,0,0,0,0,0,9,2008,118000
"443",443,52,6240,5,7,1930,1992,1078,1078,1128,445,1573,0,0,2,0,3,1,8,1,1930,2,360,0,0,0,0,0,6,2008,162900
"444",444,53,3922,7,5,2006,2007,1258,1258,1258,0,1258,0,0,2,0,2,1,6,1,2007,3,648,144,16,0,0,0,6,2007,172500
"445",445,70,8750,7,5,1994,1995,273,915,933,975,1908,1,0,2,1,4,1,8,1,1994,2,493,144,133,0,0,0,7,2008,210000
"446",446,73,9855,6,5,1956,1956,1436,1436,1689,0,1689,0,0,1,0,3,1,7,1,1956,2,480,0,0,0,0,0,11,2009,127500
"447",447,137,16492,6,6,1966,2002,557,1517,1888,0,1888,0,0,2,1,2,1,6,1,1966,2,578,0,0,0,0,0,6,2010,190000
"448",448,NA,11214,7,5,1998,1999,930,930,956,930,1886,0,0,2,1,4,1,10,1,1998,2,431,89,0,0,0,0,7,2006,199900
"449",449,50,8600,6,6,1937,1950,780,780,780,596,1376,0,0,2,0,3,1,7,1,1937,1,198,0,0,0,0,0,6,2006,119500
"450",450,50,6000,3,7,1948,2002,318,649,679,504,1183,0,0,1,1,2,1,6,0,1981,1,308,0,176,0,0,0,6,2007,120000
"451",451,70,5684,6,8,1930,2005,813,813,813,0,813,0,0,1,0,2,1,5,0,1932,1,270,0,113,0,0,0,6,2006,110000
"452",452,62,70761,7,5,1975,1975,878,1533,1533,0,1533,1,0,2,0,2,1,5,2,1975,2,576,200,54,0,0,0,12,2006,280000
"453",453,NA,9303,6,5,1996,1997,130,872,888,868,1756,1,0,2,1,3,1,7,0,1996,2,422,144,122,0,0,0,7,2007,204000
"454",454,75,9000,8,5,2008,2008,768,768,786,804,1590,0,0,2,1,3,1,6,0,2008,2,676,0,30,0,0,0,6,2009,210000
"455",455,63,9297,5,5,1976,1976,122,1728,1728,0,1728,2,0,2,0,4,2,8,0,1976,2,560,0,0,0,0,0,7,2006,188000
"456",456,80,9600,7,6,1973,1973,326,1242,1242,0,1242,0,0,1,1,3,1,6,1,1973,2,528,0,0,0,0,0,9,2007,175500
"457",457,34,4571,5,5,1916,1950,624,624,624,720,1344,0,0,1,0,4,1,7,0,1916,3,513,0,0,96,0,0,5,2008,98000
"458",458,NA,53227,4,6,1954,1994,248,1364,1663,0,1663,1,0,1,0,2,1,6,2,1954,2,529,224,137,0,0,0,3,2008,256000
"459",459,NA,5100,8,7,1925,1996,588,588,833,833,1666,0,0,1,0,3,1,7,1,1925,1,228,192,63,0,0,0,6,2008,161000
"460",460,NA,7015,5,4,1950,1950,524,709,979,224,1203,1,0,1,0,3,1,5,1,1950,1,352,0,0,248,0,0,7,2009,110000
"461",461,75,8004,8,5,2009,2009,288,832,832,1103,1935,1,0,2,1,3,1,8,0,2009,2,552,0,150,0,0,0,12,2009,263435
"462",462,60,7200,7,9,1936,2007,0,560,575,560,1135,1,0,1,0,3,1,6,0,1971,2,576,256,0,0,0,0,4,2009,155000
"463",463,60,8281,5,5,1965,1965,0,864,864,0,864,0,0,1,0,3,1,5,1,1965,1,360,0,0,236,0,0,12,2009,62383
"464",464,74,11988,6,7,1934,1995,389,715,849,811,1660,0,0,1,1,3,1,6,1,1939,1,240,0,0,0,0,0,8,2008,188700
"465",465,60,8430,5,5,1978,1978,424,1040,1040,0,1040,0,0,2,0,3,1,5,0,NA,0,0,0,0,0,0,0,8,2009,124000
"466",466,NA,3072,7,5,2004,2004,1375,1375,1414,0,1414,0,0,2,0,2,1,6,1,2004,2,398,144,20,0,0,0,5,2006,178740
"467",467,85,10628,7,5,1970,1970,499,1277,1277,0,1277,1,0,1,0,2,1,5,1,1970,2,526,0,0,0,176,0,4,2007,167000
"468",468,79,9480,5,7,1942,1995,342,728,888,756,1644,0,0,1,1,3,1,7,2,1942,1,312,168,0,0,0,0,6,2007,146500
"469",469,98,11428,8,5,2006,2006,1626,1626,1634,0,1634,0,0,2,0,3,1,7,1,2006,3,866,0,44,0,0,0,5,2007,250000
"470",470,76,9291,6,5,1993,1993,406,832,832,878,1710,0,0,2,1,3,1,7,0,1993,2,506,144,70,0,0,0,6,2008,187000
"471",471,NA,6820,8,5,1985,1985,0,1488,1502,0,1502,1,0,1,1,1,1,4,0,1985,2,528,0,54,0,140,0,6,2010,212000
"472",472,92,11952,7,6,1977,1977,808,808,1161,808,1969,0,0,2,1,3,1,8,1,1977,2,534,0,0,0,276,0,11,2007,190000
"473",473,35,3675,6,5,2005,2005,88,547,1072,0,1072,1,0,1,0,2,1,5,0,2005,2,525,0,28,0,0,0,6,2008,148000
"474",474,110,14977,8,5,2006,2007,626,1976,1976,0,1976,1,0,2,0,2,1,7,1,2006,3,908,250,63,0,0,0,7,2007,440000
"475",475,41,5330,8,5,2000,2000,298,1494,1652,0,1652,1,0,2,0,2,1,6,0,2000,2,499,96,48,0,0,0,8,2007,251000
"476",476,80,8480,5,6,1963,1963,340,970,970,0,970,1,0,1,0,2,1,5,0,1996,2,624,0,24,0,192,0,7,2007,132500
"477",477,75,13125,6,5,1997,1998,484,1478,1493,0,1493,1,0,2,0,3,1,7,1,1997,2,508,140,39,0,0,0,4,2008,208900
"478",478,105,13693,9,5,2006,2006,2153,2153,2069,574,2643,0,0,2,1,3,1,9,1,2006,3,694,414,84,0,0,0,3,2007,380000
"479",479,79,10637,8,5,2007,2008,417,1705,1718,0,1718,1,0,2,0,3,1,7,1,2007,3,826,208,44,0,0,0,9,2009,297000
"480",480,50,5925,4,7,1937,2000,739,907,1131,0,1131,0,0,1,0,2,1,7,0,1995,2,672,0,72,0,0,0,3,2007,89471
"481",481,98,16033,9,5,2004,2005,572,1833,1850,0,1850,1,0,2,0,3,1,8,1,2004,3,772,519,112,0,0,0,3,2006,326000
"482",482,72,11846,9,5,2003,2004,225,1792,1792,0,1792,1,0,2,0,2,1,6,1,2003,3,874,206,49,0,0,0,8,2006,374000
"483",483,50,2500,7,8,1915,2005,611,910,916,910,1826,1,0,1,1,4,1,7,1,1915,1,164,0,0,0,0,0,6,2009,155000
"484",484,32,4500,6,5,1998,1998,319,1216,1216,0,1216,1,0,2,0,2,1,5,0,1998,2,402,0,125,0,0,0,5,2006,164000
"485",485,NA,7758,5,7,1962,2001,411,999,999,0,999,1,0,1,0,3,1,6,0,1963,1,264,0,132,0,0,0,3,2007,132500
"486",486,80,9600,5,7,1950,2007,506,1113,1113,0,1113,0,0,1,0,3,1,5,1,1950,1,264,0,80,120,0,0,7,2009,147000
"487",487,79,10289,5,7,1965,1965,237,1073,1073,0,1073,1,0,1,1,3,1,6,0,1965,2,515,0,0,0,0,0,6,2007,156000
"488",488,70,12243,5,6,1971,1971,486,1484,1484,0,1484,0,0,2,0,3,1,7,1,1971,2,487,224,0,0,180,0,2,2007,175000
"489",489,60,10800,5,4,1900,1970,290,954,1766,648,2414,0,0,2,0,3,2,10,1,1970,2,520,142,0,0,0,0,5,2006,160000
"490",490,21,1526,4,8,1970,2002,115,630,630,0,630,1,0,1,0,1,1,3,0,1970,1,286,0,0,0,0,0,5,2009,86000
"491",491,NA,2665,5,6,1976,1976,264,264,616,688,1304,0,0,1,1,3,1,4,1,1976,1,336,141,24,0,0,0,6,2008,115000
"492",492,79,9490,6,7,1941,1950,238,806,958,620,1578,1,0,1,0,3,1,5,2,1941,1,240,0,0,32,0,0,8,2006,133000
"493",493,105,15578,6,5,2006,2006,728,728,728,728,1456,0,0,2,1,3,1,8,0,2006,2,429,0,0,0,0,0,5,2006,172785
"494",494,70,7931,5,6,1960,1960,363,1269,1269,0,1269,0,0,1,1,3,1,6,1,1964,1,308,0,0,0,0,0,6,2008,155000
"495",495,50,5784,5,8,1938,1996,190,190,886,0,886,0,0,1,0,2,1,4,0,1938,1,273,144,20,80,0,0,12,2009,91300
"496",496,60,7879,4,5,1920,1950,225,720,720,0,720,0,0,1,0,2,1,4,0,NA,0,0,0,523,115,0,0,11,2009,34900
"497",497,NA,12692,8,5,1992,1993,1969,3200,3228,0,3228,1,0,3,0,4,1,10,1,1992,2,546,264,75,291,0,0,5,2007,430000
"498",498,60,9120,7,6,1925,1950,697,1026,1133,687,1820,1,0,2,0,4,1,8,0,1925,1,240,0,100,0,0,0,6,2008,184000
"499",499,65,7800,5,7,1967,2004,414,864,899,0,899,0,0,1,0,3,1,5,0,1967,1,288,64,0,0,0,0,6,2009,130000
"500",500,70,7535,5,7,1958,1985,522,912,912,0,912,0,1,1,0,2,1,5,0,1958,1,297,12,285,0,0,0,6,2007,120000
"501",501,21,1890,6,5,1973,1973,316,672,672,546,1218,0,0,1,1,3,1,7,0,1973,1,264,144,28,0,0,0,5,2007,113000
"502",502,75,9803,7,5,2005,2005,466,866,866,902,1768,0,0,2,1,3,1,7,0,2005,2,603,0,108,0,0,0,2,2008,226700
"503",503,70,9170,5,7,1965,1965,420,1214,1214,0,1214,1,0,1,0,2,1,6,0,1965,2,461,0,0,184,0,0,4,2007,140000
"504",504,100,15602,7,8,1959,1997,254,1501,1801,0,1801,1,0,2,0,1,1,6,2,1959,2,484,0,54,0,161,0,3,2010,289000
"505",505,24,2308,6,5,1974,1974,103,855,855,467,1322,0,1,2,1,3,1,6,1,1974,2,440,260,0,0,0,0,6,2009,147000
"506",506,60,7596,5,5,1952,1952,960,960,960,1000,1960,0,0,2,0,4,2,10,0,1952,2,400,0,0,0,0,0,7,2009,124500
"507",507,80,9554,8,5,1993,1994,397,777,1065,846,1911,0,0,2,1,3,1,8,1,1993,2,471,182,81,0,0,0,9,2006,215000
"508",508,75,7862,6,5,2009,2009,1191,1218,1218,0,1218,0,0,2,0,2,1,4,0,2009,2,676,0,102,0,0,0,9,2009,208300
"509",509,60,9600,7,9,1928,2005,548,689,689,689,1378,0,0,2,0,3,1,7,1,1928,2,360,0,0,116,0,0,10,2008,161000
"510",510,80,9600,5,6,1959,1959,50,1041,1041,0,1041,1,0,1,0,3,1,6,0,1959,1,270,224,88,0,0,0,7,2009,124500
"511",511,75,14559,5,7,1951,2000,178,1008,1363,0,1363,1,0,1,0,2,1,6,2,1951,1,288,324,42,0,168,0,6,2009,164900
"512",512,40,6792,7,5,2005,2006,1368,1368,1368,0,1368,0,0,2,0,2,1,6,1,2005,2,474,132,35,0,0,0,3,2006,202665
"513",513,70,9100,5,5,1958,1958,169,864,864,0,864,1,0,1,0,3,1,5,0,1964,2,624,0,0,0,0,0,7,2006,129900
"514",514,71,9187,6,5,1983,1983,748,1084,1080,0,1080,0,0,1,1,3,1,5,0,1983,2,484,120,0,158,0,0,6,2007,134000
"515",515,55,10594,5,5,1926,1950,768,768,789,0,789,0,0,1,0,2,1,5,0,1926,1,200,0,0,112,0,0,6,2007,96500
"516",516,94,12220,10,5,2009,2009,570,2006,2020,0,2020,1,0,2,1,3,1,9,1,2009,3,900,156,54,0,0,0,9,2009,402861
"517",517,NA,10448,6,6,1972,1972,689,689,1378,741,2119,0,0,2,1,3,1,7,1,1972,2,583,0,104,0,0,0,8,2009,158000
"518",518,79,10208,7,5,1996,1997,1264,1264,1277,1067,2344,0,0,2,1,3,1,7,1,1996,3,889,220,0,0,0,0,7,2009,265000
"519",519,NA,9531,6,5,1998,1998,88,794,882,914,1796,1,0,2,1,3,1,7,0,1998,2,546,0,36,0,0,0,5,2007,211000
"520",520,53,10918,7,9,1926,2004,1276,1276,1276,804,2080,0,0,1,1,3,1,9,2,1926,1,282,0,0,0,145,0,6,2009,234000
"521",521,60,10800,4,7,1900,2000,0,0,694,600,1294,0,0,2,0,3,2,7,0,NA,0,0,220,114,210,0,0,8,2008,106250
"522",522,90,11988,6,6,1957,1957,467,1244,1244,0,1244,0,0,1,1,3,1,6,2,1957,1,336,0,40,0,0,0,5,2007,150000
"523",523,50,5000,6,7,1947,1950,605,1004,1004,660,1664,0,0,2,0,3,1,7,2,1950,2,420,0,24,36,0,0,10,2006,159000
"524",524,130,40094,10,5,2007,2008,878,3138,3138,1538,4676,1,0,3,1,3,1,11,1,2007,3,884,208,406,0,0,0,10,2007,184750
"525",525,95,11787,7,5,1996,1997,660,1379,1383,1015,2398,1,0,2,1,3,1,8,1,1996,3,834,239,60,0,0,0,8,2007,315750
"526",526,62,7500,7,5,2005,2005,1257,1257,1266,0,1266,0,0,2,0,3,1,6,1,2005,2,453,38,144,0,0,0,4,2006,176000
"527",527,70,13300,5,7,1956,2000,551,928,928,0,928,0,0,1,0,2,1,4,0,1956,1,252,261,0,156,0,0,6,2007,132000
"528",528,67,14948,9,5,2008,2008,122,1452,1476,1237,2713,1,0,2,1,3,1,11,1,2008,3,858,126,66,0,0,0,11,2008,446261
"529",529,58,9098,4,7,1920,2002,180,528,605,0,605,1,0,1,0,2,1,5,0,NA,0,0,0,0,144,0,0,7,2007,86000
"530",530,NA,32668,6,3,1957,1975,816,2035,2515,0,2515,1,0,3,0,4,2,9,2,1975,2,484,0,0,200,0,0,3,2007,200624
"531",531,85,10200,6,5,1988,1989,678,1461,1509,0,1509,1,0,2,0,3,1,5,1,1988,2,600,224,0,0,0,0,8,2008,175000
"532",532,60,6155,6,8,1920,1999,611,611,751,611,1362,0,0,2,0,3,1,6,0,1920,2,502,0,0,84,0,0,6,2008,128000
"533",533,60,7200,5,7,1955,2007,0,0,827,0,827,0,0,1,0,2,1,5,1,1967,1,392,0,0,0,0,0,4,2010,107500
"534",534,50,5000,1,3,1946,1950,0,0,334,0,334,0,0,1,0,1,1,2,0,NA,0,0,0,0,0,0,0,1,2007,39300
"535",535,74,9056,8,5,2004,2004,707,707,707,707,1414,0,0,2,1,3,1,6,1,2004,2,403,100,35,0,0,0,10,2006,178000
"536",536,70,7000,5,7,1910,1991,148,1117,820,527,1347,1,0,1,0,3,1,5,0,NA,0,0,85,0,148,0,0,1,2008,107500
"537",537,57,8924,7,5,1998,1999,880,880,880,844,1724,0,0,2,1,3,1,8,0,1998,2,527,120,155,0,0,0,7,2008,188000
"538",538,NA,12735,4,5,1972,1972,264,864,864,0,864,0,0,1,0,3,1,5,0,1980,2,576,216,0,0,0,0,4,2008,111250
"539",539,NA,11553,5,5,1968,1968,378,1051,1159,0,1159,0,0,1,1,3,1,7,1,1968,1,336,466,0,0,0,0,7,2006,158000
"540",540,NA,11423,8,5,2001,2002,223,1581,1601,0,1601,1,0,2,0,3,1,6,1,2001,2,670,180,0,0,0,0,5,2010,272000
"541",541,85,14601,9,5,2006,2006,578,1838,1838,0,1838,1,0,2,0,2,1,8,1,2006,3,765,270,68,0,0,0,3,2009,315000
"542",542,NA,11000,8,5,2000,2000,969,969,997,1288,2285,0,0,2,1,4,1,8,1,2000,3,648,0,56,0,0,0,6,2007,248000
"543",543,78,10140,7,5,1998,1999,379,1650,1680,0,1680,1,0,2,0,3,1,7,1,1998,2,583,78,73,0,0,0,6,2009,213250
"544",544,34,4058,7,5,1998,1998,0,723,767,0,767,1,0,1,0,1,1,4,0,1998,1,367,120,40,0,0,0,6,2007,133000
"545",545,58,17104,7,5,2006,2006,100,654,664,832,1496,1,0,2,1,3,1,7,1,2006,2,426,100,24,0,0,0,9,2006,179665
"546",546,NA,13837,7,5,1988,1988,0,1204,1377,806,2183,0,0,2,1,4,1,9,0,1988,3,786,0,0,0,0,0,2,2006,229000
"547",547,70,8737,6,7,1923,1950,765,1065,915,720,1635,0,0,1,1,3,1,6,1,1950,2,440,0,38,0,0,0,5,2007,210000
"548",548,54,7244,5,7,1970,1970,149,768,768,0,768,1,0,1,0,2,1,5,0,1987,2,624,104,0,0,0,0,4,2007,129500
"549",549,49,8235,5,7,1955,1995,0,825,825,0,825,1,0,1,0,2,1,4,0,1963,2,720,140,50,0,0,0,6,2008,125000
"550",550,75,9375,7,5,2003,2004,912,912,912,1182,2094,0,0,2,1,4,1,8,1,2003,2,615,182,182,0,0,0,11,2009,263000
"551",551,53,4043,6,6,1977,1977,510,1069,1069,0,1069,0,0,2,0,2,1,4,0,1977,2,440,0,55,0,200,0,10,2008,140000
"552",552,50,6000,5,6,1957,1957,620,928,928,0,928,0,0,1,0,3,1,5,0,1957,1,288,0,0,0,0,0,6,2008,112500
"553",553,87,11146,8,5,2006,2006,1709,1709,1717,0,1717,0,0,2,0,3,1,7,1,2006,3,908,169,39,0,0,0,7,2009,255500
"554",554,67,8777,4,5,1949,2003,0,0,1126,0,1126,0,0,2,0,2,1,5,0,2002,2,520,0,96,0,0,0,5,2009,108000
"555",555,85,10625,7,5,2003,2004,132,998,1006,1040,2046,1,0,2,1,3,1,8,1,2003,3,871,320,62,0,0,0,8,2008,284000
"556",556,58,6380,5,6,1922,1950,993,993,1048,0,1048,0,0,1,0,2,1,5,1,1922,1,280,0,0,116,0,0,8,2006,113000
"557",557,69,14850,5,5,1957,1957,197,1092,1092,0,1092,1,0,1,0,2,1,6,1,1957,1,299,268,0,0,122,0,5,2006,141000
"558",558,60,11040,4,6,1920,1950,0,637,897,439,1336,0,0,1,1,3,1,7,0,1994,1,570,0,47,120,0,0,9,2006,108000
